scope,model_name,seed,fold_id,test_subject,true_class,pred_class,count
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,0,3,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,0,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,1,0,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,1,1,20
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,1,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,1,3,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,1,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,2,0,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,2,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,2,2,18
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,2,3,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,2,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,3,0,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,3,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,3,2,4
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,3,3,15
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,3,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,4,0,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,4,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,4,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,4,3,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,4,4,20
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,0,0,16
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,0,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,0,2,1
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,0,3,3
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,0,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,1,0,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,1,1,20
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,1,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,1,3,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,1,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,2,0,5
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,2,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,2,2,15
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,2,3,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,2,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,3,0,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,3,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,3,2,1
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,3,3,19
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,3,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,4,0,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,4,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,4,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,4,3,0
fold,channel_shared_posres_attention_v3_no_identity,42,4,4,4,4,20
fold,channel_shared_posres_meanpool_v3_no_attention,42,4,4,0,0,20
fold,channel_shared_posres_meanpool_v3_no_attention,42,4,4,0,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,4,4,0,2,0
