scope,model_name,seed,fold_id,test_subject,true_class,pred_class,count
fold,controlled_all_channel_1d_cnn_small,42,2,2,2,3,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,2,4,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,3,0,10
fold,controlled_all_channel_1d_cnn_small,42,2,2,3,1,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,3,2,4
fold,controlled_all_channel_1d_cnn_small,42,2,2,3,3,6
fold,controlled_all_channel_1d_cnn_small,42,2,2,3,4,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,4,0,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,4,1,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,4,2,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,4,3,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,4,4,20
fold,controlled_shared_1d,42,2,2,0,0,0
fold,controlled_shared_1d,42,2,2,0,1,0
fold,controlled_shared_1d,42,2,2,0,2,4
fold,controlled_shared_1d,42,2,2,0,3,16
fold,controlled_shared_1d,42,2,2,0,4,0
fold,controlled_shared_1d,42,2,2,1,0,1
fold,controlled_shared_1d,42,2,2,1,1,8
fold,controlled_shared_1d,42,2,2,1,2,5
fold,controlled_shared_1d,42,2,2,1,3,6
fold,controlled_shared_1d,42,2,2,1,4,0
fold,controlled_shared_1d,42,2,2,2,0,0
fold,controlled_shared_1d,42,2,2,2,1,2
fold,controlled_shared_1d,42,2,2,2,2,18
fold,controlled_shared_1d,42,2,2,2,3,0
fold,controlled_shared_1d,42,2,2,2,4,0
fold,controlled_shared_1d,42,2,2,3,0,0
fold,controlled_shared_1d,42,2,2,3,1,1
fold,controlled_shared_1d,42,2,2,3,2,15
fold,controlled_shared_1d,42,2,2,3,3,4
fold,controlled_shared_1d,42,2,2,3,4,0
fold,controlled_shared_1d,42,2,2,4,0,5
fold,controlled_shared_1d,42,2,2,4,1,0
fold,controlled_shared_1d,42,2,2,4,2,0
fold,controlled_shared_1d,42,2,2,4,3,6
fold,controlled_shared_1d,42,2,2,4,4,9
fold,controlled_shared_1d_identity,42,2,2,0,0,16
fold,controlled_shared_1d_identity,42,2,2,0,1,2
fold,controlled_shared_1d_identity,42,2,2,0,2,2
fold,controlled_shared_1d_identity,42,2,2,0,3,0
fold,controlled_shared_1d_identity,42,2,2,0,4,0
fold,controlled_shared_1d_identity,42,2,2,1,0,1
fold,controlled_shared_1d_identity,42,2,2,1,1,19
fold,controlled_shared_1d_identity,42,2,2,1,2,0
fold,controlled_shared_1d_identity,42,2,2,1,3,0
fold,controlled_shared_1d_identity,42,2,2,1,4,0
fold,controlled_shared_1d_identity,42,2,2,2,0,0
fold,controlled_shared_1d_identity,42,2,2,2,1,0
fold,controlled_shared_1d_identity,42,2,2,2,2,20
fold,controlled_shared_1d_identity,42,2,2,2,3,0
fold,controlled_shared_1d_identity,42,2,2,2,4,0
fold,controlled_shared_1d_identity,42,2,2,3,0,13
fold,controlled_shared_1d_identity,42,2,2,3,1,4
fold,controlled_shared_1d_identity,42,2,2,3,2,3
fold,controlled_shared_1d_identity,42,2,2,3,3,0
fold,controlled_shared_1d_identity,42,2,2,3,4,0
fold,controlled_shared_1d_identity,42,2,2,4,0,1
fold,controlled_shared_1d_identity,42,2,2,4,1,0
fold,controlled_shared_1d_identity,42,2,2,4,2,0
fold,controlled_shared_1d_identity,42,2,2,4,3,0
fold,controlled_shared_1d_identity,42,2,2,4,4,19
fold,controlled_shared_1d_residual,42,2,2,0,0,20
fold,controlled_shared_1d_residual,42,2,2,0,1,0
fold,controlled_shared_1d_residual,42,2,2,0,2,0
fold,controlled_shared_1d_residual,42,2,2,0,3,0
fold,controlled_shared_1d_residual,42,2,2,0,4,0
fold,controlled_shared_1d_residual,42,2,2,1,0,0
fold,controlled_shared_1d_residual,42,2,2,1,1,20
